assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population_x,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes,taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population_y,category,main_common_name,location_clean,location_detail_clean,threat_clean,main_threat_clean,needs_manual_review,country_code
54369525,56810,Craugastor omoaensis,Extinct,,2019,2019-03-12 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1974, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species in several decades. The species experienced drastic population declines, probably due to habitat loss or a combination of habitat loss and chytridiomycosis, and has apparently not recuperated.",The species stream-associated species occurred in the Premontane Wet Forest formation. It reproduced by direct development along streams.,"Habitat loss due to urbanisation and coffee farming is taking place in the region where this species was previously extant, which may have played a role in the the dramatic population decline. Some other species of Craugastor that are associated with streams have undergone dramatic declines and disappearances at higher elevations, possibly due to chytridiomycosis, which probably contributed to the extinction of this species (Honduras Red List Assessment Workshop March 2019).","It is known from 24 specimens. Formerly, it was moderately common, but has experienced a precipitous decline. It was last observed in 1974 by J. Lynch. A visit to the area of the type locality in 27 July 1996 failed to turn up individuals of this or any other amphibian and the area at that time was considerably more deforested than it was during 1974 (McCranie and Wilson 2002). Apparently the small stream where Lynch collected the type series had presumably long since dried up as a result of the continued deforestation of the steep montane slopes in the vicinity of the type locality (McCranie and Wilson 2002). There have been many efforts to locate this species since its apparent disappearance. For example, surveys between 2016-2018 have been conducted at the vicinity of the type locality at least 10 times and did not recorded the species, but recorded other species of Craugastor (L. Herrera pers. comm. March 2019).In addition to the habitat devastation having taken place in the vicinity of its type locality, the chytrid fungus Batrachochytrium dendrobatidis was reported in some frogs at a higher elevation site (1,690 m asl) from the Sierra de Omoa in northwestern Honduras by Kolby et al. (2010). Given that there have been no records since 1974, despite extensive surveys in suitable habitat, it is likely that this species is extinct (Honduras Red List Assessment Workshop March 2019).",,"This species was formerly known from moderate elevations in the Sierra de Omoa, near San Pedro Sula, on the slope of the Atlantic in Cortés, Honduras, between 760-1,150 m asl (McCranie and Castañeda 2007).",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),It was not known to occur in any protected areas.,Neotropical,1974,FALSE,FALSE,Global,56810,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,Craugastor omoaensis,"(McCranie &amp; Wilson, 1997)",,,,EX,Sierra de Omoa Streamside Frog,Unknown,Unknown,Habitat Loss; Agriculture,Habitat Loss,Yes,MW
54381158,59376,Pseudoeurycea exspectata,Extinct,,2020,2019-08-21 00:00:00 UTC,3.1,English,"Listed as Extinct. It was last seen in 1976, and exhaustive surveys at the species' type locality and adjacent areas with suitable habitat have failed to record the species in several decades.","This species was known to inhabit deciduous broadleaf forest. Individuals have been collected from inside and beneath rotting logs, and from within bromeliads. It had also been found in severely degraded forest edges. Reproduction occurred by direct development, with females guarding the egg clutch.",The habitat in the species' range is seriously threatened by extensive smallholder farming activities (including cattle grazing) and logging.,"This species used to be relatively common (J. Campbell pers. comm. August 2019), but it has not been recorded since 1976 (Wake and Lynch 1976; Guatemala Red List Assessment Workshop August 2019). Ten trips to the type locality to search for salamanders, between 1985 and 2000, did not record the species (J. Campbell and M. Acevedo pers. comm. August 2019). Visits to the range in 2005 and 2007 (S. Rovito and C. Vásquez Almazán pers. comm. 2007), as well as, six additional visits to the type locality between 2010–2018 did not reveal any individuals (C. Vásquez Almazán pers. comm. August 2019). It is thought that this species is now Extinct (Guatemala Red List Assessment Workshop August 2019).",,"This species was formerly known only from the vicinity of the type locality on Cerro Miramundo, in the highlands to the southwest of Jalapa, Departamento de Jalapa, Guatemala, at 2,530 m asl (Stuart 1954).",There are no records of this species being utilized.,Terrestrial,This species is not known from any protected areas.,Neotropical,1976,FALSE,FALSE,Global,59376,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,Pseudoeurycea exspectata,"Stuart, 1954",,,,EX,Jalpa False Brook Salamander,Unknown,Unknown,Habitat Loss; Agriculture,Habitat Loss,Yes,UY
58308545,44504,Ptychochromis onilahy,Extinct,,2016,2016-05-15 00:00:00 UTC,3.1,English,"This species was formally described in 2006 based on specimens held at MNHN, Paris (Stiassny and Sparks 2006). It has not been collected for many years despite targeted efforts within its former range. Five preserved specimens represent the only known material collected from the Onilahy River in 1962. The main impacts thought to have caused the decline of this species are deforestation leading to loss of habitat through increased sedimentation, competition from introduced tilapias and overfishing. This species is assessed as Extinct. Further information is available in Stiassny and Sparks (2006).","Ptychochromis onilahy is currently known only from the type series that was collected in the Onilahy River, a major westward flowing basin in southwestern Madagascar. Although detailedlocality information is lacking, these specimens were collected by Kiener and almost certainly correspond to the ‘‘forme’’ of P. oligacanthus identified by Kiener and Mauge´ (1966) from the southwest of Madagascar (Stiassny and Sparks, 2006). According to Kiener (1963) this taxon was particularly abundant in the Onilahy River to Ambohimahavelona (Lower Onilahy), and Kiener and Mauge´ (1966) indicate that it occurred, historically at least, from the Lower Onilahy River in the south, and northward in coastal basins to a little south of the Mangoky River (Stiassny and Sparks, 2006).","The main impacts thought to have caused the decline of this species are deforestation leading to loss of habitat through increased sedimentation, competition from introduced tilapias and overfishing.","Despite a number of collecting expeditions to southwestern Madagascar in recent years, no additional specimens referable to P. onilahy have been collected since the type series and the species is considered to be extinct (Stiassny and Sparks, 2006).",,This species was endemic to southwestern Madagascar.,Species in this genus would normally be fished for.,Freshwater (=Inland waters),"Species is considered to be extinct based on recent survey efforts (Stiassny and Sparks, 2006). However, the area is very remote, hard to access and there are issues of security so it is recommended that field survey be conducted in the future to search again for the species.",Afrotropical,1962,FALSE,FALSE,Global,44504,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Ptychochromis,Ptychochromis onilahy,"Stiassny &amp; Sparks, 2006",,,,EX,,Africa,Madagascar,Invasive Species; Habitat Loss; Overharvesting,Invasive Species,,CN
58341426,57507878,Labeo worthingtoni,Extinct,,2018,2018-05-16 00:00:00 UTC,3.1,English,"This species was collected from various parts of Lake Malawi in 1932 by Dr Christy, but has not been seen since. It is treated as a valid species by Reid (1985) and is easily recognised as distinct from the other two species in the lake, Labeo cylindricus and L. mesops, and hence is unlikely to have been overlooked by the numerous research programmes conducted in the lake in the nine decades since the initial collection. Causes for its extinction are unknown. The factors affecting the other threatened species in the lake, Labeo mesops, were not present in the 1930s. Spawning streams were in healthy condition and fishing effort was very light.",There is no information available but it is presumed to have been a bottom-dwelling detritivore like other Labeo species.,There is no information on the threats to this species as it is presumed extinct. The cause of its extinction is unknown.,This species has not been seen since its original initial description in 1933.,,"The type series of this species comes from several places around Lake Malawi, but it has never been recorded since.",There is no use or trade information for this species.,Freshwater (=Inland waters),There are no conservation measures in place as this species is extinct.,Afrotropical,1932,FALSE,FALSE,Global,57507878,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Labeo,Labeo worthingtoni,"Fowler, 1958",,,,EX,,Unknown,Unknown,Overharvesting; Unknown,Overharvesting,Yes,CA
63488710,63488699,Contomastix charrua,Extinct,,2016,2014-11-12 00:00:00 UTC,3.1,English,"Different systematic searches have been made without success to find the species since its last record in 1977. Therefore it is listed as Extinct. It seems likely that the increasing human settlement of Cabo Polonio by people, the actions of domestic predatory animals, and disturbance resulting from tourism, particularly during the breeding season, were all factors contributing to its extinction.",Cabo Polonio is a small coastal granitic outcrop of about 0.2 km2 with sandy soil (Borteiro et al. 2013).,"It seems likely that the increasing human settlement of Cabo Polonio by people, with an attendant increase in the numbers of predatory dogs and cats, and massive tourism, particularly during the summer months (the lizards’ reproductive season) could have caused its extinction (Cabrera and Carreira 2009).","This lizard is thought to be extinct. The last record is from the 1977 (Cabrera and Carreira 2009). Federico Achaval discovered this population, at the time considered conspecific with C. lacertoides. Besides this researcher's efforts (probably more than 30 days of surveys in each of the past 20 years) to locate this species, several systematic surveys have been carried on the area in the decades following its discovery but the species has not been located since then.",,"Contomastix charrua was known only from Cabo Polonio, southern Uruguay (Cabrera and Carreira 2009, Borteiro et al. 2013). It is believed to be extinct (Cabrera and Carreira 2009). Cabo Polonio is no more than 15 m asl (Borteiro et al. 2013).",This species was not utilized or traded.,Terrestrial,"It was a priority species for conservation in Uruguay (Carreira and Estrades 2013), but was considered extinct by Carreira and Maneyro (2015). It was found in Cabo Polonio National Park. Taxonomic research is required to emsure that this species is not conspecific with another extant taxon (see Taxonomic Notes).",Neotropical,1977,FALSE,FALSE,Global,63488699,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Contomastix,Contomastix charrua,"Cabrera &amp; Carreira, 2009",,,,EX,,Unknown,Unknown,Invasive Species; Urbanization,Invasive Species,Yes,MY
63869216,59445,Hypselotriton wolterstorffi,Extinct,,2020,2019-06-18 00:00:00 UTC,3.1,English,"Listed as Extinct because many exhaustive surveys in known and/or expected habitat, in appropriate seasons, throughout its historical range have failed to record an individual since 1979.","The species formerly inhabited shallow lake waters and the adjacent irrigation channels, ponds and marshes. Breeding and larval development took place in these aquatic habitats. Eggs would have been laid on aquatic plants (Fei et al. 2012). Female salamanders were dissected and 442 eggs were found in their abdomen (Fei et al. 2012).","The extinction of this species was related to habitat destruction and degradation resulting from general pollution, land reclamation, domestic duck farming, and the introduction of exotic fish and frog species.","No individuals have been recorded since 1979 and the species is considered to be extinct (IUCN 2004, D.-Q. Rao pers. comm. June 2019).",,"This species was restricted to Kunming Lake and the surrounding areas in Yunnan, China, at about 1,900 m asl (see Fei et al. 2012).",There are no records of this species having being utilized.,Terrestrial|Freshwater (=Inland waters),"Conservation measures are no longer needed, as this species is considered extinct.",Palearctic,1979,FALSE,FALSE,Global,59445,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,Hypselotriton wolterstorffi,"(Boulenger, 1905)",,,,EX,Yunnan Lake Newt,Asia,China,Invasive Species; Habitat Loss; Agriculture; Pollution,Invasive Species,,PE
69633018,69620808,Galba vancouverensis,Extinct,,2017,2015-09-01 00:00:00 UTC,3.1,English,"The only known record for Galba vancouverensis is the type locality reported in Baker (1939) from southern Vancouver Island, and documentation of the species as extirpated in San Juan Islands in extreme northwest Washington. If it is taxonomically valid, this species has not been seen in several decades and may now be extinct.",No specific habitat information is available for this species.,Southern Vancouver Island is a highly developed area and it is likely that many freshwater habitats have been impacted and continue to face threats such as development and habitat loss (Lee 2000).,There are no known extant populations of Galba vancouverensis.,,"This species is only known from the type locality (Hospital, Nanaimo) in the southern part of Vancouver Island, British Columbia (Baker 1939, Burch 1989). It was also known from the San Juan Islands in extreme northwest Washington (WA NHP pers. comm. 2004). The species has not been seen in several decades and may now be extinct. The species was listed as ""possibly extinct"" by Johnson et al. (2013).",,Freshwater (=Inland waters),There are no conservation measures in place for this species as it is presumed extinct.,Nearctic,1939,FALSE,FALSE,Global,69620808,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Galba,Galba vancouverensis,"(Baker, 1939)",,,,EX,,Island,Island,Habitat Loss; Urbanization,Habitat Loss,,AR
77504770,168180,Plectostoma sciaphilum,Extinct,,2015,2014-03-27 00:00:00 UTC,3.1,English,"This species had a very small area of occupancy (AOO) and was known only from a single locality. Surveys within suitable habitat around the last known site failed to locate any specimens of this species, hence it is considered to have been endemic to this site. The karst habitat was removed by quarrying in the mid 2000s, and recent survey work has confirmed that this species now extinct.",This was a lowland forest species which lived in leaf litter on the forest floor.,"Limestone quarrying has removed the habitat of this species, and quarrying continues within the region.",Recent surveys to establish if the species is still extant have failed to locate the species.,,"Plectostoma sciaphilum was only known from the limestone karst at Bukit Panching, Pahang, Peninsular Malaysia (Maassen 2001, Liew et al. 2014). It occurred in an area with an extremely small possible area of occupancy, however this limestone hill site was quarried away by 2007, and hence it is considered that the species is no longer extant.",There was no known trade in this species.,Terrestrial,There are no proposed conservation actions as the species is considered to be extinct.,Indomalayan,2001,FALSE,FALSE,Global,168180,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Plectostoma,Plectostoma sciaphilum,"(van Benthem-Jutting, 1952)",,,,EX,,Island,Island,Unknown,Unknown,Yes,WS
78324250,136452,Lagostomus crassus,Extinct,,2016,2016-03-01 00:00:00 UTC,3.1,English,This species is listed as Extinct because it is only known from one skull collected in southern Peru. A living specimen has not been located during any surveys (Spotorno and Patton 2015).,There is nothing known about the ecology of this species.,Nothing is known of the threats to this species.,The are no population data on this species.,,"Known only by a single skull from southern Peru, presumably of an animal that lived in recent times. Probably a Plains Viscacha that was taken to Peru (Spotorno and Patton 2015)",,Terrestrial,,Neotropical,1910,FALSE,FALSE,Global,136452,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CHINCHILLIDAE,Lagostomus,Lagostomus crassus,"Thomas, 1910",,,,EX,,South America,South America,Overharvesting,Overharvesting,,GR
82337485,82337482,Dusicyon avus,Extinct,,2015,2015-08-13 00:00:00 UTC,3.1,English,"Dusicyon avus was found in the southern parts of South America. Radiocarbon evidence indicates a very recent disappearance (about 324–496 years cal BP), concurrent with European colonisation of this region. This species is the sister taxon of the also extinct, but insular, Falklands Wolf Dusicyon australis.","The species occupied relatively open habitats, such as grass steppe and shrub steppes, in the Pampean and Patagonian regions.","The demise of the species has been linked to habitat changes, hybridization with dogs and persecution. The abundant fossils of Dusicyon avus show a clear archaeological and temporal overlap with modern humans. A specimen was discovered in a grave from the late second millennium BC, suggesting that the animal might have been kept as a pet (Prates 2014); the teeth of Dusicyon avus were used in a religions context in some aboriginal sites of Buenos Aires province. According to new radiocarbon evidence, the species would have become extinct about 326-496 years BP (Prevosti et al. 2015), supporting the hypothesis that its disappearance might have happened after the arrival of Europeans. Anecdotal evidence exists from the diaries of 19th century naturalists and explorers of a large canid in Patagonia attributable to Dusicyon avus. Prevosti et al. (2015) found no evidence for hybridization, and proposed that the drivers of the recent extinction of the species were anthropogenic impacts, including hunting and domestic dogs, coupled with climatic change. The indigenous Ona of Tierra del Fuego recognized two species of fox, one of a large size.",The species had a widespread distribution and would have conceivably been relatively common.,,"Dusicyon avus lived in the Pampean and Patagonian regions of Argentina, southern Chile, Uruguay and southern Brazil. The species has a rich fossil record, based on several Late Pleistocene localities, and a few Holocene records (in the southern parts of its range).","A specimen was discovered in a grave from the late second millennium BC, suggesting that the animal might have been kept as a pet (Prates 2014); the teeth of Dusicyon avus were used in a religions context in some aboriginal sites of Buenos Aires province.",Terrestrial,This species is now extinct.,Neotropical,1464–1636,FALSE,FALSE,Global,82337482,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Dusicyon,Dusicyon avus,"(Burmeister, 1866)",,,,EX,,South America,Brazil,Overharvesting,Overharvesting,,GR
84882990,84882966,Pteropus allenorum,Extinct,,2020,2018-09-09 00:00:00 UTC,3.1,English,This species is listed as Extinct because it has not been found within or nearby its only known range much after the original collection date.,There is nothing known about the habitat requirements or biology of this species.,There are no known threats as the species is presumed Extinct.,This species is known only from the holotype.,,"This species is known only from the holotype, which was collected in 1856 in Upolu, Independent Samoa. While the species is likely extinct, it should be sought after in future survey efforts in Samoa of the extant fauna in isolated habitats or the study of subfossil bats in a pre-human context to determine the extent of its historical distribution (Helgen et al. 2009).",,Terrestrial,There are no conservation measures in place as the species is presumed Extinct. Additional surveys could be considered in isolated habitats or the study of subfossil bats in a pre-human context to determine the extent of its historical distribution (Helgen et al. 2009).,Oceanian,1856,FALSE,FALSE,Global,84882966,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus allenorum,"Helgen, Helgen &amp; Wilson, 2009",,,,EX,Small Samoan Flying Fox,Pacific Islands,Pacific Islands,Overharvesting,Overharvesting,,GR
85577984,171131,Zonites santoriniensis,Extinct,,2017,2016-08-30 00:00:00 UTC,3.1,English,"The present species is endemic to the Santorini (Thira) Island (Aegean Sea, Greece). It is regarded as extinct (EX). The species has only been reported from the type locality on Santorini, and only from fossils. It most probably did not survive the 1450 BP volcanic eruptions.",No data are available.,The species probably became extinct due to the 1450 BP volcanic eruption.,The species is considered to be extinct.,,"This species is considered to be endemic to Santorini (Thira) Island in the Aegean Sea, Greece (Riedel and Norris 1987, Riedel 1992, Kornilios et al. 2009). It is only known from the type locality on Santorini, and only from fossils. It most probably did not survive the 1450 BP volcanic eruption.",The species is probably extinct.,Terrestrial,The species is probably extinct.,Palearctic,1450 BP (estimated year of extinction),FALSE,FALSE,Global & Europe,171131,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites santoriniensis,"Riedel &amp; Norris, 1987",,,,EX,,Island,Island,Unknown,Unknown,Yes,ID
85579008,171432,Vitrea storchi,Extinct,,2017,2016-08-30 00:00:00 UTC,3.1,English,"The species is known from its type locality (an ancient quarry on the Island of Chios (Aegean Sea, Greece) (Riedel 1992). Later visits to the type locality did not refind the species and it has never been found alive (Riedel 1992). The species is considered to be extinct.Recently, Örstan (2014) reported three individuals (one mature and two juvenile) from the Karaburun peninsula on the Turkish coast, opposite Chios Island, which resemble V. storchi and were tentatively identified as such. However verification is required, and is considered unlikely that these records are conspecific with V. storchi.",The shells of this species were found between rocks and rock rubble within Mediterranean shrub.,No threats to the species are known.,The species has never been found alive (Riedel 1992).,,"This species is known only from its type locality, an ancient quarry on the island of Chios in the Aegean Sea, Greece (Riedel 1992). The species has never been found alive and subsequent visits to the type locality failed to find it (Riedel 1992), hence it is considered Extinct.Örstan (2014) reported three individuals (one mature and two juvenile) from the Karaburun peninsula on the Turkish coast opposite Chios Island, and tentatively assigned them to this species. It is considered that they most likely are not conspecific and are considered as V. aff. storchi.",This species is not used or traded.,Terrestrial,"There is no conservation action regarding the species. Research is recommended upon the distribution, population size and trend, and ecology of the species.",Palearctic,1978,FALSE,FALSE,Global & Europe,171432,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PRISTILOMATIDAE,Vitrea,Vitrea storchi,"L. Pintér, 1978",,,,EX,,Island,Island,Mining,Mining,,MG
85579865,171588,Zonites siphnicus,Extinct,,2017,2016-08-30 00:00:00 UTC,3.1,English,"The species is known only from subfossils from three islands of the Aegean Sea (Greece): Sifnos, Sikinos and Folegandros. Further research should focus on seeking live populations of the species. It is considered to be Extinct (EX). Last records are from 1933 to 1935.","Species of this genus are usually found in shrublands (phrygana and maquis vegetation), especially in limestone areas.",The species is probably extinct.,"The species is known only from subfossils in the Aegean Sea Islands of Sifnos, Sikinos and Folegandros. It is considered to be extinct.",,"The species is known only from subfossils from three islands (Sifnos, Sikinos and Folegandros) in the Aegean Sea, Greece (Mylonas 1982, Riedel 1992, Kornilios et al. 2009). It is considered to be extinct.",The species is probably extinct.,Terrestrial,Research should focus on further evaluating the presence of living populations.,Palearctic,1933-1935,FALSE,FALSE,Global & Europe,171588,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ZONITIDAE,Zonites,Zonites siphnicus,"Fuchs &amp; Käufel, 1936",,,,EX,,Island,Island,Unknown,Unknown,Yes,MG
89815479,157719927,Chitala lopis,Extinct,,2020,2019-08-29 00:00:00 UTC,3.1,English,"This species was known only from river drainages in western and central Java. It has not been recorded from this region in over 160 years, despite extensive surveys since its first collection. Threats in the region have resulted in severe habitat degradation that has led to the extirpation of many large-bodied freshwater fish species, and include pollution from industrial, domestic, and agricultural inputs, extensive and unsustainable fishing practices, severe land conversion for urban and agricultural development (including near complete deforestation). Given a lack of reports over an extended period of time despite extensive sampling, Chitala lopis is assessed as Extinct.","Juveniles of this species most likely inhabit forested streams and swamp forests, while adults were more likely found in lakes and large rivers, as reported for other congeners (Bleeker 1851, Kottelat and Widjanarti 2005).","Logging, deforestation, urban development, extensive and unsustainable fishing, pollution resulting from industrial, domestic, and agricultural point and non-point sources, and agriculture occur extensively in western and central Java (D. Lumbantobing pers. comm. 2019).","This species is considered extinct, as it has not been encountered since the mid 19th century (Kottelat and Widjanarti 2005, Dahruddin et al. 2017).",,"This species was known only from river drainages in Java, from the Pesanggrahan River drainage eastwards to the Kali Garang River drainage (Bleeker 1851, Kottelat and Widjanarti 2005). The historical extent of occurrence (EOO) when this species was extant is estimated at 15,920 km2, based on a minimum convex polygon calculated from its known historic distribution (Bleeker 1851).",This species was consumed as a food fish in subsistence fisheries.,Freshwater (=Inland waters),No conservation actions are needed as the species is extinct.,Indomalayan,1851,FALSE,FALSE,Global,157719927,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSTEOGLOSSIFORMES,NOTOPTERIDAE,Chitala,Chitala lopis,"(Bleeker, 1851)",,,,EX,,Asia,Indonesia,Habitat Loss; Overharvesting; Agriculture; Pollution; Urbanization,Habitat Loss,,MG
90128828,40783,Hippopotamus madagascariensis,Extinct,,2016,2016-01-28 00:00:00 UTC,3.1,English,"Madagascan hippopotami may have survived until recent times (MacPhee and Flemming 1999), notably on the basis of local oral tradition, but are now certainly extinct.","Hippopotamus madagascariensis retains low orbits and a relatively short muzzle. Stuenes (1989) used these features to propose a more terrestrial way of life for this species than in Hippopotamus amphibius. Similarly, Stuenes (1989) indicated a cranio-mandibular morphology closer to that of Choeropsis liberiensis, the extant Pigmy Hippo from western Africa. She further noted that Hippopotamus madagascariensis exhibited teeth generally more worn than in Hippopotamus lemerlei. These characters both suggest a diet differing from that of the other Madagascan dwarf hippopotamid.The ecology of Hippopotamus madagascariensis may have been close to that of Mediterranean extinct dwarf hippopotamids, but further investigation of this question is required, notably on postcranial anatomy, stable isotope enamel/bone contents, and dental wear.","Island Dwarf Hippopotamids were probably easy prey for human hunters. This may have lead to their quick extinction in the Mediterranean (Simmons 1988). The same impact from human hunters may have been effective in at least accelerating extinction of Madagascan hippopotamids. MacPhee and Burney (1991) indicate evidence for hippopotamid butchery in south-western Madagascar dated to the 1st century AD. Gommery et al. (2011) proposed an earlier evidence of hippopotamid butchery at least dated to 1400 BC. Co-occurrence of humans and hippopotamids on Madagascar, therefore, could have lasted for a minimum of 2,000 years. How much humans have contributed to this extinction is yet to be determined.",This species is now extinct.,,"Hippopotamus madagascariensis is mostly known from localities of highland Madagascar (see a list of locality in Stuenes 1989). Last appearance datum of Madagascan dwarf hippopotamids remains uncertain. Most recent dates were provided through 14C dating and indicate c. 1000 AD (Dewar 1984, Burney et al. 2004). However, MacPhee and Flemming (1999) proposed it as recent on the basis of local oral tradition (Flacourt 1661) and the possible younger age of some localities. However, this may only reflect sporadic occurrence of Hippopotamus amphibius.",,Terrestrial|Freshwater (=Inland waters),This species is now extinct.,Afrotropical,uncertain,FALSE,FALSE,Global,40783,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,Hippopotamus madagascariensis,"Guldberg, 1883",,,,EX,Madagascan Dwarf Hippopotamus,Africa,Madagascar,Unknown,Unknown,Yes,MG
90128915,40782,Hippopotamus lemerlei,Extinct,,2016,2016-01-28 00:00:00 UTC,3.1,English,"Madagascan hippopotami may have survived until recent times (MacPhee and Flemming 1999), notably on the basis of local oral tradition, but is now clearly extinct.","Stuenes (1989) indicated that Hippopotamus lemerlei was probably well adapted to the amphibious way of life observed in the extant Hippopotamus amphibius. She based her conclusion notably on the relatively prominent orbits and developed muzzle of this species. In terms of diet, cranio-mandibular morphology may also indicate similarity with Hip. amphibius (Stuenes 1989), i.e. a diet mainly based on fresh grass. Overall, Hippopotamus lemerlei seems to have been a dweller of freshwater rivers crossing the lowlands of Madagascar.","Island Dwarf Hippopotamids were probably easy preys for human hunters. This may have lead to their quick extinction in the Mediterranean (Simmons 1988). The same impact from human hunters may have been effective in at least accelerating extinction of Madagascan hippopotamids. MacPhee and Burney (1991) indicate evidence for hippopotamid butchery in south-western Madagascar as early as the 1st century AD. Co-occurrence of humans and hippopotamids on Madagascar, therefore, could have lasted for a minimum of 2,000 years. How much humans have contributed to this extinction is yet to be determined.",This species is now extinct.,,"Hippopotamus lemerlei is mostly known from southern localities of coastal to lowland Madagascar (see a list of locality in Stuenes 1989). Last appearance datum of Madagascan dwarf hippopotamids remains uncertain. Most recent dates were provided through 14C dating and indicate c. 1000 AD (Dewar 1984, Burney et al. 2004). However, MacPhee and Flemming (1999) proposed it as recent on the basis of local oral tradition (Flacourt 1661; and see Burney and Ramilisonina 1999) and possible younger age of some localities. However, this may only reflect sporadic occurrence of Hippopotamus amphibius.",,Terrestrial|Freshwater (=Inland waters),This species is now extinct.,Afrotropical,uncertain,FALSE,FALSE,Global,40782,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,Hippopotamus lemerlei,"Grandidier in Milne-Edwards, 1868",,,,EX,Madagascan Dwarf Hippopotamus,Africa,Madagascar,Unknown,Unknown,Yes,MG
91286832,173096,Germainaia geayi,Extinct,,2016,2016-06-14 00:00:00 UTC,3.1,English,"This species is thought to be endemic to Madagascar. However, no precise type locality is known and considering that Geay also collected in New Zealand and Australia in 1908, where he died, the origin of the material remains uncertain. Graf and Cummings (2009, 2011) do accept that the material originates from Madagascar, adding that its family classification remains doubtful (incertae sedis), i.e. either Unionidae (with Laurasian and African distribution) or Hyriidae (Australian- S. American).If this species indeed comes from Madagascar then besides the three specimens collected in 1904-1908 from an unknown locality, it has never been re-found despite surveys in probable habitats. The species is therefore assessed as Extinct.",Habitats are unknown but it must have been found from a permanent river or relatively extensive lake.,The threats leading to the extinction of this species are unknown.,Only three specimens of this species have been preserved.,,"This species was collected from an unknown locality on Madagascar. However, no precise type locality is known and considering that Geay also collected in New Zealand and Australia in 1908, where he died, the origin of the material remains uncertain.",This species was not used.,Freshwater (=Inland waters),No conservation actions were implemented before the species went extinct.,Afrotropical,1904-1908,FALSE,FALSE,Global,173096,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Germainaia,Germainaia geayi,"(Germain, 1911)",,,,EX,,Africa,Madagascar,Overharvesting; Unknown,Overharvesting,,WS
91292440,91292433,Unio madagascariensis,Extinct,,2016,2016-06-15 00:00:00 UTC,3.1,English,"This species was known from an eastern river on Madagascar close to the coast, most likely the Maningory River or the Onibe River. However, this species has not been reported for over 150 years, despite surveys in expected habitat throughout its possible historic range (both of these rivers), at appropriate times, and over a time frame appropriate to its life cycle and form. Therefore, it is here considered to be Extinct.","It was collected in an eastern river on Madagascar close to the coast, most likely the Maningory River or the Onibe River.",Pesticides and muds derived from rice field cultivation along the rivers seem to have been the major threats.,It was relatively abundant according to Sganzin (1841) but it has not been recorded since 1841.,,"This species was collected by one of Victor Sganzin's scouts prior to 1841 in the river 'Mahoupa' (east Madagascar) which according to some sources is situated near Tintingue (Anonymous 1840) and according to Sganzin (1841) near Tamatave. There are only two sizeable rivers situated between these two ports, namely the Onibe and the Maningory Rivers.",This species was not used.,Freshwater (=Inland waters),No conservation actions were in place for this species before its extinction.,Afrotropical,1841,FALSE,FALSE,Global,91292433,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Unio,Unio madagascariensis,"Sganzin, 1841",,,,EX,,Africa,Madagascar,Agriculture; Pollution,Agriculture,,PT
